"noun_id";"noun";"noun_count"
1439;"escalada";4
1440;"bras";1
1441;"carly";1
1442;"td";2
1443;"pprt";1
1444;"aranhaversobr";1
1445;"programa4por4";1
1446;"programa";38
1447;"temas";3
1448;"programaoutubro";1
1449;"jato";1
1450;"comissao";1
1451;"podcasher";1
1452;"creditos";3
1453;"conse";1
1454;"lapada";1
1455;"situacao";21
1456;"desafios";11
1457;"tribunais";1
1458;"gestao";7
1459;"precedentes";3
1460;"assessorchefe";1
1461;"nucleo";1
1462;"gerenciamento";1
1463;"acoes";28
1464;"cd";6
1465;"veigh";1
1466;"mente";16
1467;"proprios";7
1468;"unico";30
1469;"toada";1
1470;"preciosidade";1
1471;"regional";1
1472;"terapia";6
1473;"matos";1
1474;"pesquisa";15
1475;"empresa";25
1476;"recrutamento";1
1477;"desenvolvedores";1
1478;"feriado";12
1479;"sexta";16
1480;"inscrevase";4
1481;"presenca";4
1482;"chat";20
1483;"certificado";1
1484;"amk";1
1485;"vkz";1
1486;"loirinha";1
1487;"topo";11
1488;"posicoes";6
1489;"estadao";1
1490;"papo";26
1491;"18h";5
1492;"lana";23
1493;"imbica";2
1494;"grana";8
1495;"rapper";2
1496;"insp";1
1497;"feat";14
1498;"popline";1
1499;"emimernes";2
1500;"meninos";10
1501;"musicao";2
1502;"linkao";1
1503;"ludmillanobr";5
1504;"update";1
1505;"argentina";4
1506;"espanha";2
1507;"mochi";1
1508;"violao";1
1509;"querido";3
1510;"amodio";1
1511;"jeito";57
1512;"chloe";2
1513;"paz";27
1514;"coracao";28
1515;"diversificacao";1
1516;"carteira";14
1517;"volatilidade";1
1518;"valores";9
1519;"queda";3
1520;"juros";4
1521;"cotacao";1
1522;"dolar";1
1523;"instabilidade";2
1524;"edubhs";1
1525;"diogod13";1
1526;"obras";5
1527;"ruim";2
1528;"forro";1
1529;"avioes";1
1530;"umbrella";1
1531;"pique";3
1532;"folclore";1
1533;"garantido";1
1534;"horas";39
1535;"flor";13
1536;"diretoria";22
1537;"nota";18
1538;"fds";7
1539;"taisaetc";1
1540;"patins";2
1541;"straykids";4
1542;"crhanintl";1
1543;"gordinho";1
1544;"trap";3
1545;"domi";1
1546;"centraldoluan";1
1547;"leozito";1
1548;"feriadao";2
1549;"hinos";1
1550;"sino";1
1551;"buzina";1
1552;"bicicleta";5
1553;"apito";1
1554;"bugs";2
1555;"renaissance";1
1556;"perola";2
1557;"gtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt";1
1558;"medalha";1
1559;"bronze";1
1560;"armadilha";1
1561;"feito";8
1562;"lofizin";1
1563;"termino";3
1564;"poderes";4
1565;"responsabilidades";3
1566;"fardo";3
1567;"tragico";1
1568;"comemoracao";6
1569;"aniversario";6
1570;"kingo";2
1571;"provas";6
1572;"siamo";1
1573;"previsao";5
1574;"aulas";5
1575;"tarefa";2
1576;"mv";2
1577;"drop";1
1578;"gostosinho";1
1579;"relatorio";2
1580;"sarahfromalexg";1
1581;"pausa";4
1582;"fone";7
1583;"audio";1
1584;"jornalistas";3
1585;"comunicacao";6
1586;"norte";9
1587;"aquecimento";5
1588;"tamborzao";1
1589;"antigao";1
1590;"trabalho";70
1591;"tecnologia";3
1592;"estudo";8
1593;"atualizacoes";1
1594;"apps";4
1595;"pasta";1
1596;"peito";10
1597;"erro";15
1598;"rapoutcontext";1
1599;"trampo";4
1600;"idolo";18
1601;"anuncios";1
1602;"motivo";18
1603;"dezembro";1
1604;"wooyoung";1
1605;"uyeong";1
1606;"atemporal";1
1607;"movimento";7
1608;"portas";4
1609;"janelas";1
1610;"copos";1
1611;"vidro";1
1612;"outdoor";2
1613;"agust";3
1614;"tour";3
1615;"esqueca";4
1616;"estetica";4
1617;"rimas";1
1618;"criatividade";3
1619;"rima";2
1620;"poema";1
1621;"resposta";17
1622;"bug";1
1623;"gratis";1
1624;"propria";12
1625;"mato";5
1626;"noite";63
1627;"pericles";1
1628;"beca";2
1629;"aterro";1
1630;"predoxg";1
1631;"flow";1
1632;"predio";5
1633;"fones";1
1634;"batxi";1
1635;"vinil";6
1636;"coreia";4
1637;"chiq";1
1638;"ein";9
1639;"latino";4
1640;"crime";18
1641;"estagiario";6
1642;"ideia";29
1643;"beat";1
1644;"setlist";3
1645;"luan";11
1646;"cxssiano";1
1647;"grammy";2
1648;"mashiho";1
1649;"conteudos";4
1650;"capsula";1
1651;"abeltesluc";1
1652;"vadias";2
1653;"banda";10
1654;"gtgtgtgt";1
1655;"ouca";5
1656;"repeat";1
1657;"escritorio";3
1658;"corpo";26
1659;"bighit";1
1660;"jogosolimpicos";1
1661;"pamelasanzovo";1
1662;"f12bet";1
1663;"elite";3
1664;"bao";1
1665;"bora";10
1666;"noitada";1
1667;"popchartpc";3
1668;"xote";1
1669;"cangote";1
1670;"pastores";2
1671;"casamento";4
1672;"biblioteca";2
1673;"juro";28
1674;"fotinha";1
1675;"miles";7
1676;"sunflower";1
1677;"whatltgt";1
1678;"naoinviabilize";2
1679;"esquetes";2
1680;"roteiros";2
1681;"colde";1
1682;"ruby";1
1683;"sleeze";1
1684;"nm5";1
1685;"debut";11
1686;"hino";13
1687;"madamete";1
1688;"contos";2
1689;"protagonismo";1
1690;"lgbtqiap";5
1691;"mix";3
1692;"parceiro";8
1693;"jennie";4
1694;"ondeencontro";1
1695;"ondecomprar";1
1696;"abajur";1
1697;"foto";48
1698;"caraca";2
1699;"ad";1
1700;"insta";11
1701;"filmagem";1
1702;"estudio";9
1703;"coreografia";3
1704;"desenvolvimento";1
1705;"serafinas";1
1706;"maiorais";1
1707;"letras";6
1708;"canetada";3
1709;"money";1
1710;"melhora";5
1711;"diva";13
1712;"streaming";10
1713;"brunogadiol";1
1714;"mysericordia";1
1715;"maaaooo";1
1716;"clima";5
1717;"palma";3
1718;"levada";1
1719;"axee";1
1720;"onceiza";1
1721;"agro";1
1722;"investimento";6
1723;"midias";3
1724;"cigarro";1
1725;"varanda";1
1726;"vinho";9
1727;"vizinhos";1
1728;"reflexao";1
1729;"cantora";12
1730;"pop";3
1731;"ohm";2
1732;"stars";1
1733;"x";19
1734;"clipe";9
1735;"multiverso";1
1736;"malta";2
1737;"natal";1
1738;"bloco";1
1739;"mercado";34
1740;"assinatura";4
1741;"corujau";1
1742;"shutdown";1
1743;"acompanhamento";1
1744;"prod";1
1745;"syuga";1
1746;"bang";1
1747;"cravo";2
1748;"lilith";3
1749;"vzs";1
1750;"tiro";5
1751;"jez";1
1752;"valor";32
1753;"beleza";12
1754;"romenia";1
1755;"gajo";3
1756;"peixe";6
1757;"ofensa";3
1758;"tres";12
1759;"fossil";1
1760;"nashville";1
1761;"enquanto";2
1762;"adrianne";1
1763;"guitarrinha";1
1764;"capa";9
1765;"misfits";1
1766;"saracasmo";2
1767;"scrobble";1
1768;"brecha";1
1769;"narrativa";6
1770;"numeros";2
1771;"espelho";5
1772;"permissoes";1
1773;"larimelox";1
1774;"paposfut";3
1775;"braba";1
1776;"servicos";4
1777;"levantamento";1
1778;"segmentos";1
1779;"assinantes";1
1780;"tricky";2
1781;"serenade";1
1782;"puts";2
1783;"busao";1
1784;"12h";5
1785;"plantao";2
1786;"isahqwy";1
1787;"novembro";4
1788;"lanca";4
1789;"senhor";10
1790;"hayley";1
1791;"sotrack";1
1792;"outro";1
1793;"pod";1
1794;"ensino";9
1795;"boletimstj";1
1796;"tercafeira";7
1797;"julgados";1
1798;"tribunal";15
1799;"genetica";3
1800;"foninho";1
1801;"emelypolli";1
1802;"pulmoes";1
1803;"folego";1
1804;"audicao";2
1805;"remix";7
1806;"ariana";5
1807;"colombiananic";1
1808;"neuronios";1
1809;"craqueei";1
1810;"burgues";1
1811;"meios";3
1812;"producao";20
1813;"davizym";1
1814;"wangxian";1
1815;"mumu";1
1816;"mini";3
1817;"osegredoeafe";1
1818;"maneira";14
1819;"cornishot207";1
1820;"solteira";15
1821;"lines";1
1822;"shuffle";1
1823;"paraguai";2
1824;"bolivia";1
1825;"bolsas";3
1826;"baixa";7
1827;"enfraquecimento";1
1828;"pontos";9
1829;"fluxos";1
1830;"ganhos";2
1831;"cr932220sg";1
1832;"caminho";15
1833;"bicho";6
1834;"tamborthumper";1
1835;"lembroume";1
1836;"demonios";1
1837;"dupla";18
1838;"mudanca";8
1839;"devocional";1
1840;"bala";2
1841;"cafezin";1
1842;"benca";1
1843;"classicas";1
1844;"descoberta";2
1845;"miguellpereira";1
1846;"cruijff";1
1847;"autoria";3
1848;"anatomia";2
1849;"genio";3
1850;"garfo";1
1851;"neurodiversos";1
1852;"performance";4
1853;"presidente";21
1854;"abertura";3
1855;"victordojornal";1
1856;"borasalvador";1
1857;"risada";4
1858;"inferno";14
1859;"limite";7
1860;"vespera";1
1861;"virada";7
1862;"luablanco";1
1863;"fenotipcjp2";1
1864;"funk";37
1865;"questionarios";1
1866;"luisafamilia";1
1867;"preferidas";1
1868;"marido";5
1869;"ramos";1
1870;"nojeira";4
1871;"pensamentos";3
1872;"fortaleza";8
1873;"objetivo";7
1874;"numero";18
1875;"estatistica";1
1876;"suicidio";4
1877;"guerra";11
1878;"paixao";3
1879;"criatura";2
1880;"camadas";3
1881;"delicia";2
1882;"calorzinho";1
1883;"inverno";2
1884;"bota";3
1885;"astrud";1
1886;"gracie";1
1887;"min";10
1888;"botdehum";1
1889;"heejinlovestory";1
1890;"kyungsoo";1
1891;"pensame";1
1892;"vao";1
1893;"vertente";1
1894;"country";1
1895;"cafofo";1
1896;"vaqueiro";1
1897;"pack";2
1898;"pablloworld";1
1899;"vocais";3
1900;"colaboracao";2
1901;"listas";1
1902;"reproducao";10
1903;"foguinho";1
1904;"rissol";1
1905;"luxo";3
1906;"herdeiro";1
1907;"cerebro";14
1908;"qgdaanitta";1
1909;"boas";2
1910;"boazuda";1
1911;"frio";16
1912;"vsf";9
1913;"solitude";1
1914;"valsa";1
1915;"ovni";1
1916;"patio";3
1917;"escola";25
1918;"ser";7
1919;"quartafeira";13
1920;"fredgoulart";1
1921;"reforma";3
1922;"julho";8
1923;"lojas";8
1924;"carros";1
1925;"precos";4
1926;"madruga";1
1927;"boy";5
1928;"champagne";1
1929;"problems";1
1930;"dom";3
1931;"apalavraparaoseudia";1
1932;"dioceseriopreto";1
1933;"liturgiadiaria";1
1934;"adolescente";3
1935;"desgosto";3
1936;"prox";3
1937;"chances";13
1938;"acpa";1
1939;"ate";5
1940;"diablo";3
1941;"plantas";3
1942;"putegas";1
1943;"especie";2
1944;"responsabilidade";8
1945;"ateezunionbra";1
1946;"ateez";2
1947;"bon";1
1948;"foco";7
1949;"6hrs";1
1950;"aumento";1
1951;"abr";1
1952;"deses";2
1953;"videoxogos";2
1954;"escoitalo";2
1955;"ivoox";1
1956;"podcasts";1
1957;"turne";3
1958;"galwreis";1
1959;"corda";1
1960;"britanico";2
1961;"grau";4
1962;"brinque";1
1963;"saga";2
1964;"feijao";4
1965;"enco";1
1966;"direito";20
1967;"lover";1
1968;"maioral";1
1969;"salvationls";1
1970;"rillary";1
1971;"noticia";11
1972;"apego";1
1973;"armys";2
1974;"piano";2
1975;"apos";15
1976;"acessoanittar";1
1977;"alucinacao";1
1978;"delicinha";1
1979;"iza";2
1980;"faculdade";8
1981;"tqm";1
1982;"fancom";1
1983;"bandas";2
1984;"metal";6
1985;"baterista";1
1986;"traicao";2
1987;"bencabenzin";2
1988;"sobreposicao";2
1989;"repe";1
1990;"minute";1
1991;"maniac";1
1992;"sclas";1
1993;"analista";1
1994;"expectativas";2
1995;"palmas";1
1996;"android";1
1997;"fts";3
1998;"frends";1
1999;"niveis";6
2000;"libido";4
2001;"minutos";27
2002;"dentes";4
2003;"carai";10
2004;"pegada";1
2005;"despertador";1
2006;"bridge";1
2007;"paumolice";1
2008;"tras";10
2009;"exitos";1
2010;"cristao";1
2011;"espera";5
2012;"crente";2
2013;"cardi";1
2014;"faixa";19
2015;"kai";2
2016;"calica";1
2017;"piroca";1
2018;"amarro";1
2019;"ursinho";1
2020;"pelucia";1
2021;"bangtanhiit";1
2022;"duracao";6
2023;"vergonha";25
2024;"acostumadinha";1
2025;"producoes";2
2026;"ner";1
2027;"bangtantilde";1
2028;"berco";1
2029;"baixo";7
2030;"principe";4
2031;"tentacao";5
2032;"coruja";3
2033;"jinie";1
2034;"mensagens";4
2035;"usuarios";2
2036;"nois";2
2037;"inicio";13
2038;"santo";5
2039;"kuntt";1
2040;"bruxaria";1
2041;"figuracao";1
2042;"jesusasalvacao";1
2043;"anamunizzz";1
2044;"louecs";1
2045;"baile";11
2046;"treze";1
2047;"dj";17
2048;"rihannocourt1";1
2049;"parcerias";2
2050;"cereja";2
2051;"bolo";9
2052;"calypso";1
2053;"principios";1
2054;"objetivos";2
2055;"contrario";9
2056;"vidas";2
2057;"maneva";1
2058;"influencia";4
2059;"jkooelhos";1
2060;"churrasco";7
2061;"00h";3
2062;"mygwild";1
2063;"femaletheweeknd";1
2064;"caminhada";1
2065;"wingsrai";1
2066;"visualizacoes";3
2067;"guitarra";4
2068;"portalminyoongi";1
2069;"19h";11
2070;"streamsugacompmy";1
2071;"sempr";1
2072;"sentimento";6
2073;"calca";3
2074;"titanio";1
2075;"quebra";11
2076;"perna";2
2077;"conqu";1
2078;"dont";1
2079;"blame";1
2080;"ttattamicc";1
2081;"ciuminhos";1
2082;"maneirinha";1
2083;"belanova";1
2084;"rrandres";1
2085;"abordagem";2
2086;"agosto";3
2087;"dose";3
2088;"companhia";2
2089;"sdd";3
2090;"janela";6
2091;"metro";3
2092;"toca";1
2093;"chororo";1
2094;"skz";3
2095;"mt";5
2096;"desamada";1
2097;"ouvido";3
2098;"humanidade";2
2099;"karolgbra";1
2100;"ljosuedias";1
2101;"cha";4
2102;"sequecua";1
2103;"louieponto";1
2104;"talesffo";1
2105;"claudiagalvvao";1
2106;"grelinho";1
2107;"xandinho";1
2108;"umidade";2
2109;"migo";1
2110;"app";213
2111;"macho";15
2112;"buraco";5
2113;"perereca";1
2114;"namoradinho";3
2115;"bellaquitoedu";1
2116;"estagio";4
2117;"latinos";1
2118;"fablebrasil";1
2119;"xbox";3
2120;"theenemybr";2
2121;"apresentador";3
2122;"binarios";2
2123;"vagina";1
2124;"genitalia";1
2125;"qgdopop";2
2126;"reacao";11
2127;"baque";2
2128;"poponze";10
2129;"bissexualidade";34
2130;"destaque";4
2131;"paidepedrosampaio";1
2132;"desculpa";14
2133;"heteronormatividade";4
2134;"afeicoei";1
2135;"cavalo";3
2136;"credibilidade";4
2137;"voto";25
2138;"figura";4
2139;"ajuda";16
2140;"faco";1
2141;"mana";6
2142;"kskkskskks";1
2143;"vale";3
2144;"vsfd";3
2145;"bunda";5
2146;"masculinidade";1
2147;"emanuelly";1
2148;"assedio";1
2149;"emanuellymonteiro";1
2150;"montanha";4
2151;"pressao";8
2152;"comentario";8
2153;"acima";1
2154;"momentos";13
2155;"nudes";2
2156;"mico";5
2157;"luistormcos";1
2158;"irmao";16
2159;"achenneday";1
2160;"acad";1
2161;"calistenia";1
2162;"carteirinha";13
2163;"mulherhetero";1
2164;"trans";2
2165;"escolha";10
2166;"silencio";4
2167;"giovanafagund3s";1
2168;"feministo";1
2169;"adepto";1
2170;"poliamor";2
2171;"cocaina";1
2172;"telefone";16
2173;"crush";3
2174;"cracolandia";1
2175;"desfecho";2
2176;"pontas";1
2177;"nariz";10
2178;"pedrocafajeste";1
2179;"p0nany";1
2180;"aurora";3
2181;"balada";1
2182;"qchrry";1
2183;"acolhimento";1
2184;"ilomilo";1
2185;"estado";15
2186;"maconheira";1
2187;"caotica";2
2188;"censura";1
2189;"felipeuchis";2
2190;"papinho";2
2191;"ain";3
2192;"granturismo";1
2193;"ugood";1
2194;"brasileira";3
2195;"capalismo";1
2196;"sensacao";10
2197;"tt";4
2198;"engene";1
2199;"au";1
2200;"jungwon";1
2201;"mecha";1
2202;"vampiro";4
2203;"minimo";17
2204;"represento";1
2205;"bisoficial";1
2206;"cifroes";1
2207;"pao";8
2208;"diabo";5
2209;"mulherrr";1
2210;"revisionismo";1
2211;"palavrinha";1
2212;"conforto";6
2213;"homofobico";3
2214;"unfollow";2
2215;"trabalhador";4
2216;"ledpgarcia";1
2217;"talonrism";1
2218;"motivos";14
2219;"tabu";3
2220;"namorada";13
2221;"nocao";6
2222;"conversa";25
2223;"pinto";3
2224;"xereca";2
2225;"izulalu";1
2226;"headcannon";3
2227;"consumo";5
2228;"bolha";5
2229;"blogueiros";1
2230;"lifestyle";1
2231;"faisobarbz";1
2232;"anitta";6
2233;"culhao";3
2234;"teoria";3
2235;"gt7";1
2236;"forza";1
2237;"gt";1
2238;"bonaparte";1
2239;"tumblr";1
2240;"headcanon";1
2241;"azulzinho";1
2242;"crushes";2
2243;"interacao";2
2244;"camming";1
2245;"seguidores";4
2246;"admiradores";1
2247;"corrida";5
2248;"heterotop";1
2249;"priestsoryu";1
2250;"apagamento";3
2251;"cassey";1
2252;"notthatonedev";1
2253;"vaderetros14141";1
2254;"logica";7
2255;"faca";21
2256;"teacher";1
2257;"bom";5
2258;"passaro";2
2259;"encarada";1
2260;"michelledee";1
2261;"aliada";1
2262;"ida";9
2263;"gays";25
2264;"seculo";8
2265;"lachynicholas";1
2266;"curso";11
2267;"nutricao";2
2268;"extracurricular";2
2269;"futebol";118
2270;"turista";2
2271;"fachada";1
2272;"merdas";4
2273;"homemmulher";1
2274;"homossexualbissexual";1
2275;"chupas";1
2276;"es";1
2277;"voca";1
2278;"crimsonflwer";1
2279;"kiameiminhas";2
2280;"tristeelesbicaa";1
2281;"lesbica";6
2282;"hetcomp";1
2283;"avatriceminhas";1
2284;"alias";9
2285;"lesbicas";3
2286;"castiel";2
2287;"simpatica";1
2288;"squad";2
2289;"mesmo";2
2290;"matheuspsilva94";1
2291;"mto";7
2292;"teia";1
2293;"rhiann0nblues";1
2294;"elscarvalho";1
2295;"pernas";10
2296;"rocha1713";1
2297;"megumizac";1
2298;"asa";3
2299;"gravacao";6
2300;"audios";1
2301;"ttk";3
2302;"carrd";1
2303;"irma";3
2304;"buceta";6
2305;"possivel";2
2306;"quartinho";1
2307;"cadela";2
2308;"harry";1
2309;"wasttyie";1
2310;"visibilidadebi";1
2311;"indecisao";1
2312;"booktoker";1
2313;"declaracao";7
2314;"guiga";1
2315;"vini";1
2316;"brother";1
2317;"vocativos";1
2318;"cola";3
2319;"licenca";5
2320;"teta";1
2321;"fav";8
2322;"genitalias";2
2323;"homossexuais";3
2324;"habilidades";4
2325;"tambor";2
2326;"igoorrmaneiro";1
2327;"comprimido";1
2328;"joaquinteixeira";1
2329;"homossexualidade";6
2330;"esquerda";10
2331;"estadosp";1
2332;"comida";58
2333;"strogonoff";5
2334;"frango";12
2335;"invasao";1
2336;"terremoto";1
2337;"greys";1
2338;"ceu";3
2339;"ruinednucifera";1
2340;"venti";1
2341;"undyingstardust";1
2342;"pregacao";1
2343;"igreja";5
2344;"renatasorrah";1
2345;"16";1
2346;"ucdi0";1
2347;"frescura";4
2348;"convencimento";1
2349;"absurdo";1
2350;"familia";30
2351;"catwsoman";1
2352;"rptohomeschool";1
2353;"blgreys";1
2354;"acervocharts";2
2355;"jogador";72
2356;"planta";4
2357;"amigas";4
2358;"rotulo";3
2359;"nereu";1
2360;"silvermist";1
2361;"capitao";16
2362;"marinha";1
2363;"filha";16
2364;"chapeuzinho";1
2365;"atleta";15
2366;"colegas";2
2367;"ravena";1
2368;"ravenabeak";1
2369;"lucafreitas";1
2370;"tadinhos";2
2371;"preferencias";2
2372;"jovi150";1
2373;"queen";10
2374;"microfone";3
2375;"magicci";1
2376;"666agathion";1
2377;"pauta";10
2378;"juventude";2
2379;"gostosizissimo";1
2380;"amado";2
2381;"times";35
2382;"skate";2
2383;"sejahetero";1
2384;"bixa";6
2385;"clipes";2
2386;"escolhas";3
2387;"calanguismo";1
2388;"kinga";1
2389;"crushzinho";1
2390;"ordem";8
2391;"ordemparanormal";1
2392;"iniciacao";2
2393;"crise";7
2394;"leia";1
2395;"jocelyn";1
2396;"cade";4
2397;"euyuridiaz";1
2398;"dctvbr";3
2399;"garfield";2
2400;"produtores";9
2401;"ator";6
2402;"coragem";16
2403;"intensidade";1
2404;"tb";1
2405;"peca";4
2406;"teatro";4
2407;"ques";1
2408;"hesguccy";1
2409;"biscaterianos";1
2410;"biscateiro";1
2411;"campanha";5
2412;"puritano";1
2413;"paleta";2
2414;"produto";11
2415;"gemidos";1
2416;"periodo";6
2417;"mylittlegame";1
2418;"ucrania";1
2419;"desespero";5
2420;"horrores";6
2421;"deputado";2
2422;"eisincera";3
2423;"aplicativos";9
2424;"salario";29
2425;"gallagher";1
2426;"apartamento";9
2427;"signo";7
2428;"vantagens";7
2429;"desvantagens";6
2430;"faxina";1
2431;"olhar";4
2432;"strangerthings";1
2433;"sweetblack";1
2434;"aspecto";6
2435;"spider";1
2436;"roflgptbot";1
2437;"fruto";1
2438;"fantasias";1
2439;"afrolatino";2
2440;"loira";5
2441;"mongehan";1
2442;"macaco";5
2443;"animal";4
2444;"genes";2
2445;"dreamarrax";2
2446;"fala";7
2447;"bissexualorientacao";1
2448;"juncao";3
2449;"tristan";1
2450;"escritores";1
2451;"ligacao";5
2452;"elijah";1
2453;"nadaacho";1
2454;"email";3
2455;"grito";3
2456;"relato";1
2457;"sofrimento";8
2458;"sistema";13
2459;"papel";8
2460;"inves";14
2461;"autores";2
2462;"bishas";1
2463;"poucos";4
2464;"fronha";1
2465;"wlntrlck";8
2466;"duaanostalgia";1
2467;"discursos";1
2468;"katastropheu";1
2469;"ra";1
2470;"querr";1
2471;"autodeclaracao";1
2472;"adequacao";1
2473;"orgias";1
2474;"populacao";13
2475;"desejo";10
2476;"nivel";40
2477;"possibilidade";6
2478;"marpetrucelli";3
2479;"vizinho";3
2480;"gata";11
2481;"valentina";1
2482;"periferia";3
2483;"bienal";1
2484;"direitinho";4
2485;"lida";2
2486;"contato";32
2487;"neppturn";1
2488;"bestie";2
2489;"tristezas";1
2490;"sla";3
2491;"boobs";1
2492;"bobos";1
2493;"castielthinker";1
2494;"caracteristica";2
2495;"sexualide";1
2496;"aros";1
2497;"namoradinhas";1
2498;"hankgreen";1
2499;"vitoria";43
2500;"protector";1
2501;"heterossexual";1
2502;"semibissexual";3
2503;"def";1
2504;"dudishatake";1
2505;"lesbocentro";1
2506;"raiva";18
2507;"sonicsincero";1
2508;"monte";15
2509;"marmanjo";1
2510;"parada";42
2511;"natssu";1
2512;"disputa";5
2513;"helicoptero";1
2514;"erradoincorreto";1
2515;"exato";1
2516;"inti";5
2517;"fluido";2
2518;"turismo";1
2519;"vitimas";3
2520;"pauloap";2
2521;"celula";1
2522;"meco";3
2523;"interpretacoes";1
2524;"sexos";4
2525;"nunquinha";1
2526;"menstruacao";2
2527;"boca";43
2528;"bissexualte";1
2529;"capeta";2
2530;"rangj67";1
2531;"mao";18
2532;"agua";21
2533;"roxo";2
2534;"protagonista";8
2535;"braco";6
2536;"trend";3
2537;"giovannapinto";2
2538;"periferica";4
2539;"dobro";10
2540;"possibilidades";5
2541;"desconstruido";2
2542;"academia";12
2543;"cavalona";1
2544;"alvos";1
2545;"feminicidios";1
2546;"violencia";2
2547;"posse";2
2548;"monogamia";1
2549;"afab";1
2550;"nm";1
2551;"lt33";1
2552;"chinela";1
2553;"dps";17
2554;"licao";4
2555;"novela";5
2556;"rumores";1
2557;"prefeito";1
2558;"brutalangue";1
2559;"picada";3
2560;"euzinho";1
2561;"bucetinha";8
2562;"manifesto";6
2563;"queride";1
2564;"empolgade";1
2565;"maaaximo";1
2566;"cabo";1
2567;"epileptica";1
2568;"sociofobica";1
2569;"movimentos";2
2570;"direitos";18
2571;"retratandoas";1
2572;"perspectiva";2
2573;"poligamica";1
2574;"entanto";3
2575;"travestis";1
2576;"lutas";4
2577;"esclarecimento";1
2578;"pansexualidade";2
2579;"conceito";12
2580;"dn4hot";1
2581;"materia";11
2582;"problematica";2
2583;"lingua";37
2584;"vivencia";5
2585;"transfobia";3
2586;"bifobia";6
2587;"diabodebermuda";1
2588;"corporacoes";1
2589;"sidecharacter";1
2590;"franquia";42
2591;"perfomou";1
2592;"petistagenteboa";1
2593;"gerais";1
2594;"algomais";1
2595;"juanvictorbeck1";3
2596;"bis";4
2597;"tapa";9
2598;"parente";1
2599;"sog";1
2600;"otavio317446687";1
2601;"monossexualidades";1
2602;"homo";3
2603;"naobinarios";1
2604;"planos";4
2605;"discordia";1
2606;"monossexualidade";1
2607;"louixxzza";1
2608;"fichinha";14
2609;"sol";12
2610;"mbti";8
2611;"bebida";18
2612;"garoto";7
2613;"lasanha";4
2614;"gatosporcos";1
2615;"izuku";1
2616;"toga";1
2617;"himiko";1
2618;"demigirl";1
2619;"ochako";1
2620;"semestre";4
2621;"alta";2
2622;"caos";10
2623;"b";3
2624;"queerbait";1
2625;"moca";11
2626;"estupidez";3
2627;"jiparkmini";1
2628;"maquiagem";13
2629;"ex";8
2630;"jogada";4
2631;"hobby";2
2632;"lucacmrd";1
2633;"eita";3
2634;"planilha";1
2635;"trisal";1
2636;"requisitos";1
2637;"liberdade";10
2638;"conselhos";1
2639;"confusao";3
2640;"cis";3
2641;"significados";1
2642;"viadagem";1
2643;"bobagem";5
2644;"kool";1
2645;"transgenero";4
2646;"estevesffc";1
2647;"torcida";55
2648;"maconheiro";2
2649;"lixo";28
2650;"saicofone";1
2651;"melgiop";1
2652;"morro";6
2653;"edsangui";1
2654;"evidencia";1
2655;"militante";1
2656;"individuos";4
2657;"jxnislopes";1
2658;"paladar";1
2659;"squizogata";1
2660;"orgulhese";1
2661;"pride2023";1
2662;"carnalidade";1
2663;"colo";5
2664;"ooc18";1
2665;"ksksksksksksjskjkj";1
2666;"maximo";9
2667;"negacao";2
2668;"naylectraheart";1
2669;"aquileano";1
2670;"tela";5
2671;"asiatico";1
2672;"estrago";2
2673;"indigo";1
2674;"base";23
2675;"libertacao";1
2676;"ultimos";3
2677;"aestas";1
2678;"ocs";1
2679;"lua";3
2680;"cantor";6
2681;"pansexual";1
2682;"meninas";15
2683;"semi";6
2684;"tweets";5
2685;"sensualidade";2
2686;"lamento";1
2687;"militantes";1
2688;"animais";4
2689;"syjnie";1
2690;"privilegio";2
2691;"heterossexuais";1
2692;"vivencias";3
2693;"lanelifer";1
2694;"contigo";3
2695;"significado";1
2696;"cacheadinhassb";1
2697;"cadeira";7
2698;"tropicalia";2
2699;"memex";1
2700;"lgbts";3
2701;"clairo";2
2702;"criaturas";2
2703;"dotes";1
2704;"percymilesz";1
2705;"cachorra";4
2706;"homofobicos";1
2707;"homossexual";1
2708;"receio";2
2709;"bafuda";1
2710;"querbait";1
2711;"fia";3
2712;"srtafrnnda";1
2713;"exposicao";4
2714;"igoraguiarde";1
2715;"ditadura";3
2716;"seculos";3
2717;"thelakesx";1
2718;"acordo";15
2719;"visao";8
2720;"roca";1
2721;"aventuras";1
2722;"capital";5
2723;"julialmeiidag";1
2724;"df";1
2725;"olara68489531";1
2726;"alvara";2
2727;"partes";2
2728;"trama";3
2729;"smtatiller";1
2730;"distribuida";1
2731;"consideracao";3
2732;"homi";2
2733;"mulherpridemonthbissexual";1
2734;"maiusculo";1
2735;"qsmp";1
2736;"concepcao";2
2737;"formas";5
2738;"origens";1
2739;"lucasmcastanho";1
2740;"maluquices";1
2741;"gatinhas";2
2742;"lucascallutofc";1
2743;"erlanioprior";1
2744;"toboga";2
2745;"belo";2
2746;"fpereira3";1
2747;"quarto";7
2748;"machi";1
2749;"leiacassiie";5
2750;"ideias";7
2751;"impressao";3
2752;"leve";2
2753;"panssexual";1
2754;"espantalho";1
2755;"jesaxy";1
2756;"pretinho";1
2757;"marie";1
2758;"bissexualeu";2
2759;"farofada";1
2760;"seirao";1
2761;"projetos";3
2762;"mts";1
2763;"otaku";1
